_time,torque,position,cluster_labels,cluster_id
2024-11-14T05:44:08Z,4,1000.0,cluster_1,1
2024-11-14T05:44:09Z,4,1000.0,cluster_1,1
2024-11-14T05:44:10Z,4,1000.0,cluster_1,1
2024-11-14T05:44:11Z,4,1000.0,cluster_1,1
2024-11-14T05:44:12Z,4,1000.0,cluster_1,1
2024-11-14T05:44:13Z,4,1000.0,cluster_1,1
2024-11-14T05:44:14Z,4,1000.0,cluster_1,1
2024-11-14T05:44:15Z,4,1000.0,cluster_1,1
2024-11-14T05:44:16Z,4,1000.0,cluster_1,1
2024-11-14T05:44:17Z,4,1000.0,cluster_1,1
2024-11-14T05:44:18Z,4,1000.0,cluster_1,1
2024-11-14T05:44:19Z,4,1000.0,cluster_1,1
2024-11-14T05:44:20Z,4,1000.0,cluster_1,1
2024-11-14T05:44:21Z,4,1000.0,cluster_1,1
2024-11-14T05:44:22Z,4,1000.0,cluster_1,1
2024-11-14T05:44:23Z,4,1000.0,cluster_1,1
2024-11-14T05:44:24Z,4,1000.0,cluster_1,1
2024-11-14T05:44:25Z,4,1000.0,cluster_1,1
2024-11-14T05:44:26Z,0,1000.0,cluster_1,1
2024-11-14T05:45:28Z,35,17.0,cluster_1,1
2024-11-14T05:45:29Z,35,47.0,cluster_1,1
2024-11-14T05:45:30Z,28,77.0,cluster_1,1
2024-11-14T05:45:31Z,28,111.0,cluster_1,1
2024-11-14T05:45:32Z,24,139.0,cluster_1,1
2024-11-14T05:45:33Z,28,169.0,cluster_1,1
2024-11-14T05:45:34Z,24,199.0,cluster_1,1
2024-11-14T05:45:35Z,20,230.0,cluster_1,1
2024-11-14T05:45:36Z,24,260.0,cluster_1,1
2024-11-14T05:45:37Z,24,290.0,cluster_1,1
2024-11-14T05:45:38Z,20,324.0,cluster_1,1
2024-11-14T05:45:39Z,20,354.0,cluster_1,1
2024-11-14T05:45:40Z,24,388.0,cluster_1,1
